var;DOY;5;10;15;20;25;30;35;40;45;50;55;60;65;70;75;80;85;90;95;100;105;110;115;120;125;130;135;140;145;150
m_NN4;63;5.28838084058028e-06;5.295620938764229e-06;5.29690931481901e-06;5.4737652875343134e-06;5.204626948602008e-06;5.204626948602008e-06;5.204626948602008e-06;5.204626948602008e-06;5.204626948602008e-06;5.204626948602008e-06;5.204626948602008e-06;5.204626948602008e-06;5.204626948602008e-06;5.204626948602008e-06;5.204626948602008e-06;5.204626948602008e-06;5.204626948602008e-06;5.204626948602008e-06;5.204626948602008e-06;5.204626948602008e-06;5.204626948602008e-06;5.204626948602008e-06;5.204626948602008e-06;5.204626948602008e-06;5.204626948602008e-06;5.204626948602008e-06;5.204626948602008e-06;5.204626948602008e-06;5.204626948602008e-06;5.204626948602008e-06
HRp;64;23.0;23.0;23.0;23.0;23.0;23.0;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0
FTSW;64;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0;1.0;1.0;1.0;1.0;1.0;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002
m_NO3;64;8.981109018557118e-07;1.339020909496226e-06;1.4594900220571082e-06;1.5803139464944615e-06;1.5699737075870699e-06;1.5657272215009049e-06;1.572179795213426e-06;1.5663635508684308e-06;1.5643978430020302e-06;1.5637926638011806e-06;1.5636178634267683e-06;1.5635696061377394e-06;1.3270421166015347e-06;1.462328843078977e-06;1.523269825290448e-06;1.5483444991987495e-06;1.558029726866266e-06;1.5616047831271764e-06;1.5628808602294016e-06;1.56332486430668e-06;1.5634763162532321e-06;1.5635271701750049e-06;1.5635440302749227e-06;1.563549562324364e-06;1.5635513619300996e-06;1.5635519431521837e-06;1.5635521297316684e-06;1.5635521893160217e-06;1.563552208259704e-06;1.5635522142592931e-06
m_NN4;64;4.842944941963091e-06;4.986608930589695e-06;4.989764128292779e-06;5.183434666291227e-06;4.836447782978681e-06;4.836447782978681e-06;4.836447782978681e-06;4.836447782978681e-06;4.836447782978681e-06;4.836447782978681e-06;4.836447782978681e-06;4.836447782978681e-06;4.836447782978681e-06;4.836447782978681e-06;4.836447782978681e-06;4.836447782978681e-06;4.836447782978681e-06;4.836447782978681e-06;4.836447782978681e-06;4.836447782978681e-06;4.836447782978681e-06;4.836447782978681e-06;4.836447782978681e-06;4.836447782978681e-06;4.836447782978681e-06;4.836447782978681e-06;4.836447782978681e-06;4.836447782978681e-06;4.836447782978681e-06;4.836447782978681e-06
HRp;65;23.0;23.0;23.0;23.0;23.0;23.0;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0
FTSW;65;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0;1.0;1.0;1.0;1.0;1.0;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002
m_NO3;65;1.0914067497263653e-06;1.6352839077472664e-06;1.7782197684666081e-06;1.9511583604298063e-06;1.927954133015541e-06;1.921922705695896e-06;1.929655386712633e-06;1.922650494066207e-06;1.920216023877931e-06;1.919440670766983e-06;1.9192100007781345e-06;1.9191447730848105e-06;1.6330395994461442e-06;1.7936609728457052e-06;1.8676705026190359e-06;1.899161009969905e-06;1.911705210023992e-06;1.916456276596039e-06;1.9181879963115944e-06;1.9188008502064025e-06;1.9190128040600547e-06;1.91908478281798e-06;1.919108870689201e-06;1.9191168360250362e-06;1.919119444176084e-06;1.9191202912041802e-06;1.9191205643943273e-06;1.9191206519911302e-06;1.9191206799381548e-06;1.91912068881602e-06
m_NN4;65;4.540380066968353e-06;4.698657433540421e-06;4.7041288793246125e-06;4.899895241324328e-06;4.480879307081916e-06;4.480879307081916e-06;4.480879307081916e-06;4.480879307081916e-06;4.480879307081916e-06;4.480879307081916e-06;4.480879307081916e-06;4.480879307081916e-06;4.480879307081916e-06;4.480879307081916e-06;4.480879307081916e-06;4.480879307081916e-06;4.480879307081916e-06;4.480879307081916e-06;4.480879307081916e-06;4.480879307081916e-06;4.480879307081916e-06;4.480879307081916e-06;4.480879307081916e-06;4.480879307081916e-06;4.480879307081916e-06;4.480879307081916e-06;4.480879307081916e-06;4.480879307081916e-06;4.480879307081916e-06;4.480879307081916e-06
HRp;66;23.0;22.996762845278653;22.985975596480934;22.99996789077162;23.0;23.0;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0
FTSW;66;1.0000000000000002;0.9997841896852437;0.9990650397653958;0.9999978593847754;1.0000000000000002;1.0000000000000002;1.0;1.0;1.0;1.0;1.0;1.0;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002
m_NO3;66;1.3020025188180322e-06;1.9324590815366087e-06;2.050190559436232e-06;2.282115373737548e-06;2.2244842940743716e-06;2.2184370736758e-06;2.226174799265135e-06;2.219165152203635e-06;2.216729281318814e-06;2.2159534177573008e-06;2.2157225795597046e-06;2.2156573006069554e-06;1.9293624444888873e-06;2.090101001050703e-06;2.164149510114968e-06;2.195659216935368e-06;2.208212004014954e-06;2.212966614155027e-06;2.21469971077276e-06;2.2153130762426917e-06;2.2155252138385348e-06;2.2155972568919276e-06;2.2156213668059504e-06;2.215629339576579e-06;2.21563195020242e-06;2.215632798045428e-06;2.2156330715015157e-06;2.2156331591844564e-06;2.2156331871592047e-06;2.215633196045944e-06
m_NN4;66;4.197834687181225e-06;4.475935505938259e-06;4.484009371051372e-06;4.671429334495382e-06;4.184366799847853e-06;4.184366799847853e-06;4.184366799847853e-06;4.184366799847853e-06;4.184366799847853e-06;4.184366799847853e-06;4.184366799847853e-06;4.184366799847853e-06;4.184366799847853e-06;4.184366799847853e-06;4.184366799847853e-06;4.184366799847853e-06;4.184366799847853e-06;4.184366799847853e-06;4.184366799847853e-06;4.184366799847853e-06;4.184366799847853e-06;4.184366799847853e-06;4.184366799847853e-06;4.184366799847853e-06;4.184366799847853e-06;4.184366799847853e-06;4.184366799847853e-06;4.184366799847853e-06;4.184366799847853e-06;4.184366799847853e-06
HRp;67;23.0;22.979721788149387;22.987069986350917;22.999970396405054;23.0;23.0;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0
FTSW;67;1.0000000000000002;0.9986481192099597;0.9991379990900617;0.9999980264270037;1.0000000000000002;1.0000000000000002;1.0;1.0;1.0;1.0;1.0;1.0;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002
m_NO3;67;1.5090310871464421e-06;2.216027809607997e-06;2.310771849297164e-06;2.6035701656107942e-06;2.506310867359487e-06;2.5002378310260847e-06;2.5079812728079587e-06;2.5009661624829055e-06;2.49852899726772e-06;2.497752662508649e-06;2.4975216690058966e-06;2.497456342717678e-06;2.2109494129940465e-06;2.3718330509183236e-06;2.4459176105300595e-06;2.477445037591938e-06;2.4900057517602647e-06;2.4947636337715512e-06;2.4964980019183764e-06;2.4971118398709134e-06;2.497324147184451e-06;2.49739624963037e-06;2.49742037990754e-06;2.4974283595467742e-06;2.4974309724590378e-06;2.4974318210549548e-06;2.4974320947567568e-06;2.4974321825192863e-06;2.4974322105196494e-06;2.497432219414589e-06
m_NN4;67;3.951091144061543e-06;4.27273415649048e-06;4.281822342469731e-06;4.452867050616201e-06;3.902567776475384e-06;3.902567776475384e-06;3.902567776475384e-06;3.902567776475384e-06;3.902567776475384e-06;3.902567776475384e-06;3.902567776475384e-06;3.902567776475384e-06;3.902567776475384e-06;3.902567776475384e-06;3.902567776475384e-06;3.902567776475384e-06;3.902567776475384e-06;3.902567776475384e-06;3.902567776475384e-06;3.902567776475384e-06;3.902567776475384e-06;3.902567776475384e-06;3.902567776475384e-06;3.902567776475384e-06;3.902567776475384e-06;3.902567776475384e-06;3.902567776475384e-06;3.902567776475384e-06;3.902567776475384e-06;3.902567776475384e-06
HRp;68;23.0;23.0;23.0;23.0;23.0;23.0;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0
FTSW;68;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0;1.0;1.0;1.0;1.0;1.0;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002
m_NO3;68;1.4635653229966152e-06;2.3520515656566524e-06;2.5487674522745553e-06;2.8783967177391626e-06;2.805106170694888e-06;2.78884839153002e-06;2.798686014585792e-06;2.788472587747477e-06;2.7848703771332343e-06;2.783670632585722e-06;2.7832944786198864e-06;2.7831825743251022e-06;2.372145265274802e-06;2.598782634816114e-06;2.704272870634713e-06;2.751028123799756e-06;2.770629420019273e-06;2.778443693929387e-06;2.781430030565457e-06;2.782532433457128e-06;2.7829280445308454e-06;2.7830667720585154e-06;2.7831145039691407e-06;2.783130670983316e-06;2.7831360755863376e-06;2.7831378625948407e-06;2.783138448004941e-06;2.7831386382746918e-06;2.7831386997006826e-06;2.7831387194166564e-06
m_NN4;68;3.7262033261341183e-06;4.066621967961663e-06;4.076300164203093e-06;4.2242959729061395e-06;3.6168612713581122e-06;3.6168612713581122e-06;3.6168612713581122e-06;3.6168612713581122e-06;3.6168612713581122e-06;3.6168612713581122e-06;3.6168612713581122e-06;3.6168612713581122e-06;3.6168612713581122e-06;3.6168612713581122e-06;3.6168612713581122e-06;3.6168612713581122e-06;3.6168612713581122e-06;3.6168612713581122e-06;3.6168612713581122e-06;3.6168612713581122e-06;3.6168612713581122e-06;3.6168612713581122e-06;3.6168612713581122e-06;3.6168612713581122e-06;3.6168612713581122e-06;3.6168612713581122e-06;3.6168612713581122e-06;3.6168612713581122e-06;3.6168612713581122e-06;3.6168612713581122e-06
HRp;69;23.0;23.0;23.0;23.0;23.0;23.0;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0
FTSW;69;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0;1.0;1.0;1.0;1.0;1.0;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002
m_NO3;69;1.6907870535913985e-06;2.693429016652032e-06;2.8717935241758817e-06;3.2607373977063073e-06;3.130445222001588e-06;3.1126077106477327e-06;3.1226465424985026e-06;3.1121268833319726e-06;3.108429913128447e-06;3.107195940292858e-06;3.106808022708529e-06;3.1066923316136903e-06;2.6839752568253604e-06;2.91751872016725e-06;3.0255719833649048e-06;3.073554863331067e-06;3.093724852109475e-06;3.1017868141959987e-06;3.1048749412336966e-06;3.1060171825779486e-06;3.1064277781825506e-06;3.1065719637713693e-06;3.1066216326881657e-06;3.1066384726850322e-06;3.1066441070609017e-06;3.1066459713937196e-06;3.10664658251334e-06;3.106646781244975e-06;3.1066468454322575e-06;3.106646866042734e-06
m_NN4;69;3.4676267440410265e-06;3.81897264438754e-06;3.8302212661901776e-06;3.9478201505078515e-06;3.293353124308859e-06;3.293353124308859e-06;3.293353124308859e-06;3.293353124308859e-06;3.293353124308859e-06;3.293353124308859e-06;3.293353124308859e-06;3.293353124308859e-06;3.293353124308859e-06;3.293353124308859e-06;3.293353124308859e-06;3.293353124308859e-06;3.293353124308859e-06;3.293353124308859e-06;3.293353124308859e-06;3.293353124308859e-06;3.293353124308859e-06;3.293353124308859e-06;3.293353124308859e-06;3.293353124308859e-06;3.293353124308859e-06;3.293353124308859e-06;3.293353124308859e-06;3.293353124308859e-06;3.293353124308859e-06;3.293353124308859e-06
HRp;70;23.0;22.99647281118512;22.98471907477836;22.999965013933245;23.0;23.0;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0
FTSW;70;1.0000000000000002;0.9997648540790083;0.9989812716518907;0.9999976675955498;1.0000000000000002;1.0000000000000002;1.0;1.0;1.0;1.0;1.0;1.0;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002
m_NO3;70;1.9225838546447353e-06;3.0580974167686624e-06;3.1996172521795584e-06;3.6540099265367164e-06;3.4494808066982586e-06;3.4315811837889624e-06;3.4416261588710176e-06;3.431097778130328e-06;3.427398515297142e-06;3.4261637098559224e-06;3.4257755045291554e-06;3.4256597203392194e-06;3.002614951323944e-06;3.2363706026223447e-06;3.3444856270987483e-06;3.3924982332434097e-06;3.4126820705715545e-06;3.420750095035248e-06;3.4238407250944844e-06;3.4249839502609194e-06;3.425394917370546e-06;3.425539238768862e-06;3.4255889560435032e-06;3.4256058128930406e-06;3.425611453039065e-06;3.4256133193187364e-06;3.42561393108722e-06;3.425614130032892e-06;3.425614194290163e-06;3.4256142149233557e-06
m_NN4;70;3.193960292404643e-06;3.5747067940236285e-06;3.587235792528885e-06;3.668661019773076e-06;2.974385775417464e-06;2.974385775417464e-06;2.974385775417464e-06;2.974385775417464e-06;2.974385775417464e-06;2.974385775417464e-06;2.974385775417464e-06;2.974385775417464e-06;2.974385775417464e-06;2.974385775417464e-06;2.974385775417464e-06;2.974385775417464e-06;2.974385775417464e-06;2.974385775417464e-06;2.974385775417464e-06;2.974385775417464e-06;2.974385775417464e-06;2.974385775417464e-06;2.974385775417464e-06;2.974385775417464e-06;2.974385775417464e-06;2.974385775417464e-06;2.974385775417464e-06;2.974385775417464e-06;2.974385775417464e-06;2.974385775417464e-06
HRp;71;23.0;22.977844897667364;22.985651332815756;22.999967148361723;23.0;23.0;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0
FTSW;71;1.0000000000000002;0.9985229931778246;0.9990434221877169;0.9999978098907818;1.0000000000000002;1.0000000000000002;1.0;1.0;1.0;1.0;1.0;1.0;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002
m_NO3;71;2.1278582062080777e-06;3.402473030902722e-06;3.5101437466631833e-06;4.026842052953277e-06;3.74278565609004e-06;3.724802684615546e-06;3.7348546126822716e-06;3.72431679923938e-06;3.720615377958751e-06;3.719379789632165e-06;3.718991313717065e-06;3.7188754419684948e-06;3.295480174151358e-06;3.5294775866778026e-06;3.63765081560226e-06;3.685691369188939e-06;3.705888227361363e-06;3.713961952767202e-06;3.7170549369926925e-06;3.7181990876034254e-06;3.7186104042156727e-06;3.718754853393019e-06;3.718804616169913e-06;3.7188214888780664e-06;3.7188271344542136e-06;3.718829002566103e-06;3.7188296149452675e-06;3.7188298140923908e-06;3.7188298784155358e-06;3.7188298990701094e-06
m_NN4;71;2.9507420958779017e-06;3.355501382572599e-06;3.3676907045407464e-06;3.410615464455511e-06;2.6811700912605692e-06;2.6811700912605692e-06;2.6811700912605692e-06;2.6811700912605692e-06;2.6811700912605692e-06;2.6811700912605692e-06;2.6811700912605692e-06;2.6811700912605692e-06;2.6811700912605692e-06;2.6811700912605692e-06;2.6811700912605692e-06;2.6811700912605692e-06;2.6811700912605692e-06;2.6811700912605692e-06;2.6811700912605692e-06;2.6811700912605692e-06;2.6811700912605692e-06;2.6811700912605692e-06;2.6811700912605692e-06;2.6811700912605692e-06;2.6811700912605692e-06;2.6811700912605692e-06;2.6811700912605692e-06;2.6811700912605692e-06;2.6811700912605692e-06;2.6811700912605692e-06
HRp;72;23.0;22.959777139075435;22.984030014489853;22.9999634363122;23.0;23.0;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0
FTSW;72;1.0000000000000002;0.9973184759383626;0.9989353342993235;0.9999975624208135;1.0000000000000002;1.0000000000000002;1.0;1.0;1.0;1.0;1.0;1.0;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002
m_NO3;72;2.3477819708668017e-06;3.774582397626416e-06;3.84467142869018e-06;4.420941943985636e-06;4.0423154159018884e-06;4.02420659638756e-06;4.03426757164681e-06;4.023717850466043e-06;4.020014018582616e-06;4.018777557570974e-06;4.018388779995768e-06;4.018272810617416e-06;3.594438906470802e-06;3.828753524914495e-06;3.936991857750085e-06;3.985063560144195e-06;4.00527493173595e-06;4.013355012700209e-06;4.016450621874602e-06;4.017595804538507e-06;4.018007510967257e-06;4.018152102678462e-06;4.018201916216576e-06;4.018218806617606e-06;4.018224458252341e-06;4.018226328408615e-06;4.0182269414692115e-06;4.018227140841131e-06;4.018227205237788e-06;4.018227225916223e-06
m_NN4;72;2.7183096434645927e-06;3.124024854905872e-06;3.134572619924915e-06;3.1366889699672312e-06;2.381772764403139e-06;2.381772764403139e-06;2.381772764403139e-06;2.381772764403139e-06;2.381772764403139e-06;2.381772764403139e-06;2.381772764403139e-06;2.381772764403139e-06;2.381772764403139e-06;2.381772764403139e-06;2.381772764403139e-06;2.381772764403139e-06;2.381772764403139e-06;2.381772764403139e-06;2.381772764403139e-06;2.381772764403139e-06;2.381772764403139e-06;2.381772764403139e-06;2.381772764403139e-06;2.381772764403139e-06;2.381772764403139e-06;2.381772764403139e-06;2.381772764403139e-06;2.381772764403139e-06;2.381772764403139e-06;2.381772764403139e-06
HRp;73;23.0;22.9399942340942;22.983097756452455;22.999961301883722;23.0;23.0;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.315068493150683;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0
FTSW;73;1.0000000000000002;0.99599961560628;0.9988731837634972;0.9999974201255819;1.0000000000000002;1.0000000000000002;1.0;1.0;1.0;1.0;1.0;1.0;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002;1.0000000000000002
