NRain;NIrrig;fertNO3;fertNH4;HumusNMin;Res1;Res2;Res3;ResidueMinN;NminfromNres0;NminfromNres1;NminfromNres2;NminfromNres3;NminfromNres4;NminfromNres5;NminfromNres6;NminfromNres7;Lix;UptPlt;azomes;PARa;RUE;dMStot;dMSrac;dMSpiv;dMSaer;dMSenFeuil;dMSenTige;cumEV;cumTransp;cumD
0.0;0.0;0.0;0.0;0.15336614692729772;0.1309507886461045;-0.24231477048458533;0.0010232199105361264;0.1309507886461045;0.02623542670078303;0.02623542670078303;0.02623542670078303;0.02623542670078303;0.006502270460743088;0.006502270460743088;0.006502270460743088;0.006502270460743088;0.06013302897798355;0.0;59.98289254217373;1.5378366111551344e-10;0.05247168194917814;3.360172995373967e-10;7.318456783924502e-11;2.5947255870277774e-10;3.3601729953739883e-12;0.0;0.0;0.9999999998707484;0.0;3.3333333334625883
0.0;0.0;0.0;0.0;0.15165980533602552;0.11922772147810587;-0.221935753041551;0.0019329945533092892;0.11922772147810587;0.023714587159260767;0.023714587159260767;0.023714587159260767;0.023714587159260767;0.0060923432102657;0.0060923432102657;0.0060923432102657;0.0060923432102657;0.05723060412496942;0.0;59.97654687773792;1.5813938699071913e-10;0.02442093654820057;1.5649276536172524e-10;3.4084124295783757e-11;1.2084371341232421e-10;1.5649276536172565e-12;0.0;0.0;1.0615384614012529;3.1053231780858255e-11;1.6792022793084307
0.0;0.0;0.0;0.0;0.15263695440949188;0.11028200843522863;-0.20651251661631403;0.002794866928882844;0.11028200843522863;0.021774229949374304;0.021774229949374304;0.021774229949374304;0.021774229949374304;0.005796272159432853;0.005796272159432853;0.005796272159432853;0.005796272159432853;0.1483129428030834;0.0;59.887435408042705;0.14271203380265252;0.881784906819756;0.12584132293988548;0.027408240136307053;0.09717466957417956;0.0012584132293988425;0.0;0.0;0.9938610201381475;0.02905065371614967;2.995606844664222
0.0;0.0;0.0;0.0;0.1547668024141147;0.10261781415708413;-0.193334774544272;0.0036253891162031132;0.10261781415708413;0.020107115507006338;0.020107115507006338;0.020107115507006338;0.020107115507006338;0.0055473380322646915;0.0055473380322646915;0.0055473380322646915;0.0055473380322646915;0.12715028178835144;0.03826086461112933;59.78969964430232;0.14847207355253236;0.54129360906338;0.0803669879214589;0.017503929969293747;0.06205938807295057;0.0008036698792145785;0.0;0.0;1.0611147733805764;0.03101648742627285;1.9634242947487095
0.0;0.0;0.0;0.0;0.15627518212596891;0.09507639390391404;-0.18025093084665514;0.004396287756298155;0.09507639390391404;0.01848206738248652;0.01848206738248652;0.01848206738248652;0.01848206738248652;0.0052870310934919895;0.0052870310934919895;0.0052870310934919895;0.0052870310934919895;0.09123380928881021;0.004822663145148849;59.76914024828188;0.17396931244536387;1.0206004874886077;0.17755317146854932;0.03867108074585004;0.13710655900801383;0.0017755317146854722;0.0;0.0;1.2778213116061812;0.03735084049221138;1.1477908108645682
0.0;0.0;0.0;0.0;0.15221343586174327;0.08541782701717972;-0.16297968421230694;0.004946858418563797;0.08541782701717972;0.01646821658091531;0.01646821658091531;0.01646821658091531;0.01646821658091531;0.004886240173379619;0.004886240173379619;0.004886240173379619;0.004886240173379619;0.0007148293588097591;0.03928511069797853;59.80873887567662;0.19412273823690704;1.0347923338939986;0.2008767278295149;0.043750951321268355;0.15511700922995145;0.002008767278295132;0.0;0.0;1.2927665901044856;0.03778769242780209;0.007789574588274241
0.0;0.0;0.0;0.0;0.1528025108810941;0.07887954262909601;-0.15146084376152325;0.005558535844451193;0.07887954262909601;0.015082311796884363;0.015082311796884363;0.015082311796884363;0.015082311796884363;0.00463757386038964;0.00463757386038964;0.00463757386038964;0.00463757386038964;0.0007428699864381208;0.01794062452918718;59.87583524793157;0.19738541809523266;0.9924721469206802;0.19589953587076256;0.04266691891265209;0.15127362159940286;0.001958995358707603;0.0;0.0;1.191885960240843;0.03483894186262688;0.00718171761173343
0.0;0.0;0.0;0.0;0.15603970699513886;0.07390512688804787;-0.14282564281901522;0.006222643654590453;0.07390512688804787;0.014011056127231533;0.014011056127231533;0.014011056127231533;0.014011056127231533;0.004465225594780436;0.004465225594780436;0.004465225594780436;0.004465225594780436;0.227508382400623;0.011559968463950823;59.73010884544107;0.1755939390414863;1.0197765228267117;0.17906658295877573;0.03900070176842135;0.1382752153607666;0.0017906658295877482;0.0;0.0;1.0910053303771992;0.03189019129744342;1.9736574202930186
0.0;0.0;0.0;0.0;0.16524809713265562;0.071283075786366;-0.1386764471751789;0.00709699420746927;0.071283075786366;0.01339363819191674;0.01339363819191674;0.01339363819191674;0.01339363819191674;0.004427130754674759;0.004427130754674759;0.004427130754674759;0.004427130754674759;0.021164122588638843;0.011193310454327657;59.80270324479274;0.20029900463538136;1.0906980538722646;0.218465741365225;0.047581838469346;0.16869924548222678;0.0021846574136522453;0.0;0.0;1.4235377769647692;0.0416101468641406;0.16448170580072113
0.0;0.0;0.0;0.0;0.169579667965034;0.0666856612898194;-0.1306544106515035;0.007789099163291552;0.0666856612898194;0.012408981320268799;0.012408981320268799;0.012408981320268799;0.012408981320268799;0.004262434002186052;0.004262434002186052;0.004262434002186052;0.004262434002186052;0.0012042266142211944;0.021029305747773324;59.893869835427125;0.20558911107233557;1.2140369234503803;0.24959277948888753;0.05436130737267971;0.19273554432131898;0.002495927794888869;0.0;0.0;1.4085924984664449;0.041173294928558944;0.008487484450231049
0.0;0.0;0.0;0.0;0.17056432596373824;0.061237725604936635;-0.12086388407942197;0.008316214527033513;0.061237725604936635;0.011279439676431378;0.011279439676431378;0.011279439676431378;0.011279439676431378;0.004029991724802781;0.004029991724802781;0.004029991724802781;0.004029991724802781;0.001227546620184817;0.021813573662687612;59.990083193780265;0.19800975806811955;1.2061171200017464;0.23882296667159494;0.05201564214107338;0.1844190948638056;0.0023882296667159394;0.0;0.0;1.3226571471011193;0.03866139629896512;0.007969680359102073
0.0;0.0;0.0;0.0;0.17857907002939144;0.058145338398716176;-0.1156196386108802;0.009120440228130636;0.058145338398716176;0.010597245769876218;0.010597245769876218;0.010597245769876218;0.010597245769876218;0.003939088829802826;0.003939088829802826;0.003939088829802826;0.003939088829802826;0.001476247355501605;0.016325757565409615;60.1025064905181;0.20894577759324637;1.2296813907694657;0.25693674207177936;0.05596082242323353;0.198406552227828;0.0025693674207178173;0.0;0.0;1.4721099320842979;0.043029915654791334;0.008870209213236722
0.0;0.0;0.0;0.0;0.18288844498311094;0.05401453099122714;-0.10825340858836405;0.009750433366174944;0.05401453099122714;0.009733282671555623;0.009733282671555623;0.009733282671555623;0.009733282671555623;0.0037703500762511616;0.0037703500762511616;0.0037703500762511616;0.0037703500762511616;0.001673944961044051;0.022728913396694812;60.21650371777017;0.1913702716897627;1.3547855324227738;0.2592656838885156;0.05646806595091869;0.20020496109871175;0.0025926568388851185;0.0;0.0;1.5580452834496235;0.04554181466035741;0.00939788860895383
0.0;0.0;0.0;0.0;0.18337868855780454;0.049216168575432095;-0.09944082810254853;0.010172390273530738;0.049216168575432095;0.008763244133038004;0.008763244133038004;0.008763244133038004;0.008763244133038004;0.003540798010820019;0.003540798010820019;0.003540798010820019;0.003540798010820019;0.0018625150845672815;0.004399954488400852;60.35356774472215;0.21433607634367258;1.3080466310642733;0.28036159075216727;0.06106275446582204;0.21649522037882357;0.0028036159075216617;0.0;0.0;1.6364838483972823;0.04785916086897556;0.009880694801733118
